,time(sec),r,wtot
422,1538.2028283117022,5.4943420820509985,3.710947386451696e-13
423,1541.847858710545,5.4937569095340955,3.710947487223451e-13
424,1545.492889109388,5.49323207139523,3.710947459185984e-13
425,1549.1379195082309,5.492768734398643,3.710947624325836e-13
426,1552.7829499070738,5.492368455828748,3.710947769217975e-13
427,1556.4279803059167,5.4920324683424,3.71094781299016e-13
428,1560.0730107047596,5.491761647615026,3.71094784514101e-13
429,1563.7180411036024,5.491556885676103,3.71094775910376e-13
430,1567.3630715024453,5.4914185393272215,3.7109477802910063e-13
431,1571.0081019012882,5.491347143838877,3.7109477779512893e-13
432,1574.6531323001311,5.491342877975549,3.7109477785393454e-13
433,1578.298162698974,5.491405762793831,3.710947773658277e-13
434,1581.943193097817,5.491535568543006,3.7109478096219605e-13
435,1585.5882234966598,5.491731927781712,3.710947879375284e-13
436,1589.2332538955027,5.491994378245746,3.7109478812995546e-13
437,1592.8782842943456,5.492322125199534,3.7109478528496786e-13
438,1596.5233146931885,5.49271370929545,3.710948288899708e-13
439,1600.1683450920314,5.4931690001827596,3.710948229691228e-13
440,1603.8133754908743,5.4936863108605625,3.710948039248459e-13
441,1607.4584058897171,5.494263436460276,3.710948412455085e-13
442,1611.10343628856,5.494899987432655,3.710948129019551e-13
443,1614.748466687403,5.495593887598933,3.710947439205802e-13
444,1618.3934970862458,5.496341764917542,3.71094767854636e-13
445,1622.0385274850887,5.4971415415821125,3.7109488064573404e-13
446,1625.6835578839316,5.497993737077379,3.710948134326353e-13
447,1629.3285882827745,5.498893161292655,3.710948322547834e-13
448,1632.9736186816174,5.499837742467757,3.710948926271452e-13
449,1636.6186490804603,5.500824875930153,3.7109499033796675e-13
450,1640.2636794793032,5.501852491620988,3.7109505715530347e-13
451,1643.908709878146,5.502918517190159,3.710950150042876e-13
452,1647.553740276989,5.504016713193168,3.710951780201341e-13
453,1651.1987706758318,5.505147086112842,3.710952523523673e-13
454,1654.8438010746747,5.506307563708933,3.7109513763166225e-13
455,1658.4888314735176,5.507491912815667,3.710951249769923e-13
456,1662.1338618723605,5.5087011761008835,3.7109480116118844e-13
457,1665.7788922712034,5.5099249725761394,3.710948431665512e-13
458,1669.4239226700463,5.511158109371653,3.710954338799919e-13
459,1673.0689530688892,5.51240161522432,3.710961448046512e-13
460,1676.713983467732,5.513657576081267,3.71096455017781e-13
461,1680.359013866575,5.5149239216859165,3.7109623999291007e-13
462,1684.0040442654179,5.516188190461259,3.710963644700297e-13
